ï»¿Country,Name,Goals,Expected Goals (xG),Big chances missed,Successful dribbles,Successful dribbles %,Total shots,Shots on target,Shots off target,Blocked shots,Goal conversion %,Penalties taken,Penalty goals,Penalty won,Shots from set piece,Free kick goals,Goals from inside the box,Goals from outside the box,Headed goals,Left foot goals,Right foot goals,Hit woodwork,Offsides,Penalty conversion,Set piece conversion %,Rating,Big chances created,Total passes,Accurate final third passes,Accurate long balls,Assists,Accurate passes %,Key passes,Accurate long balls %,Accurate own half passes,Accurate crosses,Passes to assist,Accurate passes,Inaccurate passes,Accurate opposition half passes,Accurate crosses %,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Errors lead to shot,Own goals,Dribbled past,Clean sheets,Ground duels won,Total duels won,Aerial duels won %,Minutes played,Appearances,Aerial duels won,Age
Morocco,Yahia Attiyat Allah,0,0.23,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65,2,104,11,3,1,75.96,5,27.27,44,4,0,79,25,39,50,4,0,0,11,0,0,0,4,1,7,7,0,316,6,0,23
Australia,Riley McGree,0,0.14,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65,0,70,20,1,1,77.14,4,50,22,3,0,54,16,35,60,2,5,0,3,0,0,0,1,0,4,5,33.33,269,4,1,24
Brazil,Alex Telles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65,0,36,9,0,0,83.33,0,0,16,0,0,30,6,14,0,2,0,0,1,0,0,0,0,0,2,3,50,64,2,1,29
Cameroon,Samuel Oum Gouet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65,0,58,10,3,0,89.66,0,37.5,32,0,0,52,6,20,0,1,0,0,3,0,0,0,0,0,2,3,100,99,2,1,23
USA,Kellyn Acosta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65,0,12,4,0,0,83.33,0,0,3,0,0,10,2,7,0,3,0,0,0,0,0,0,0,0,3,4,100,40,2,1,27
Cameroon,GaÃ«l Ondoua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65,0,19,7,0,0,89.47,0,0,6,0,0,17,2,11,0,2,2,0,0,0,0,0,0,0,3,4,33.33,45,2,1,25
USA,Shaq Moore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65,0,20,6,1,0,65,0,33.33,4,0,0,13,7,9,0,2,0,0,3,0,0,0,0,0,2,3,100,20,2,1,25
Qatar,Assim Madibo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65,0,70,8,2,0,82.86,1,50,40,0,0,58,12,18,0,6,2,0,0,0,0,0,4,0,7,8,100,154,2,1,24
Japan,Hiroki Sakai,0,0.53,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65,0,31,9,3,0,61.29,1,75,5,0,0,19,12,14,0,5,1,0,8,0,0,0,2,0,6,9,27.27,119,2,3,32
Belgium,Amadou Onana,0,0.47,1,1,100,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65,0,63,5,1,0,92.06,0,33.33,37,0,0,58,5,21,0,4,0,0,0,0,0,0,1,0,8,10,100,105,2,2,25
Poland,Jakub KamiÅski,0,0.37,0,2,50,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65,1,55,14,0,0,60,2,0,12,2,0,33,22,23,50,6,0,0,1,0,0,0,1,1,10,10,0,233,4,0,28
Tunisia,Dylan Bronn,0,0.07,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65,0,92,7,5,0,76.09,0,26.32,50,0,0,70,22,20,0,4,0,0,0,0,0,0,0,1,5,7,33.33,163,2,2,27
Denmark,Martin Braithwaite,0,0.07,0,1,50,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,6.65,0,20,4,1,0,70,3,100,5,0,0,14,6,9,0,0,0,0,0,0,0,0,0,0,1,2,25,104,2,1,31
Portugal,RÃºben Dias,0,0.03,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65,0,273,16,8,0,90.48,0,34.78,177,0,0,247,26,70,0,4,3,0,9,0,0,0,1,1,6,11,55.56,360,4,5,26
Poland,Jakub Kiwior,0,0.03,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65,0,205,11,15,0,84.88,0,39.47,143,0,0,174,31,31,0,2,4,0,13,0,2,0,0,2,2,5,42.86,356,4,3,25
Netherlands,Memphis Depay,1,1.47,2,2,22.22,10,5,4,1,10,0,0,0,0,0,1,0,0,0,1,0,1,0,0,6.64,1,118,30,3,0,77.12,3,60,32,1,0,91,27,60,50,1,1,0,0,0,1,0,1,0,8,10,25,300,5,2,29
Costa Rica,Keysher Fuller,1,0.38,1,1,50,3,2,0,1,33.33,0,0,0,0,0,1,0,0,1,0,0,2,0,0,6.63,1,54,8,2,0,70.37,1,25,23,0,0,38,16,15,0,4,3,0,8,0,0,0,4,1,9,9,0,254,3,0,24
Mexico,RaÃºl JimÃ©nez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.63,0,29,12,3,0,68.97,0,100,3,0,0,20,9,17,0,0,1,0,1,0,0,0,0,0,1,4,75,56,3,3,31
Ghana,Daniel-Kofi Kyereh,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.63,0,18,8,1,0,100,0,100,6,0,0,18,0,12,0,2,0,0,4,0,0,0,0,0,4,4,0,39,3,0,26
Japan,Takehiro Tomiyasu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.63,0,96,13,4,0,71.88,3,23.53,42,0,0,69,27,27,0,0,0,0,6,0,1,0,0,0,0,6,54.55,186,3,6,24
Iran,Majid Hosseini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.63,0,105,3,8,0,80.95,0,44.44,64,0,0,85,20,21,0,7,6,0,11,0,0,0,3,1,8,14,60,270,3,6,25
Wales,Joe Rodon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.63,0,169,2,7,0,89.94,0,53.85,131,0,0,152,17,21,0,2,4,0,13,0,0,0,1,0,2,7,45.45,270,3,5,25
Saudi Arabia,Ali Al-Boleahi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.63,0,91,2,3,0,80.22,0,27.27,54,0,0,73,18,19,0,4,3,0,1,0,0,0,2,0,5,8,50,217,3,3,26
Argentina,NicolÃ¡s Tagliafico,0,1.01,2,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.63,0,143,34,2,0,83.92,2,22.22,59,0,0,120,23,61,0,7,9,0,7,0,0,0,0,1,13,17,80,371,6,4,30
Japan,Hidemasa Morita,0,0.16,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.63,0,153,28,9,0,83.01,2,69.23,53,1,0,127,26,75,33.33,0,3,0,4,0,0,0,0,0,1,6,41.67,285,3,5,28
France,Kingsley Coman,0,0.16,0,6,85.71,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.63,0,58,14,1,0,87.93,1,100,19,4,0,51,7,36,30.77,3,2,0,1,0,0,0,1,0,11,13,33.33,165,6,2,26
Morocco,Abdessamad Ezzalzouli,0,0.06,0,1,50,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.63,0,11,3,0,0,81.82,2,0,1,0,0,9,2,8,0,3,0,0,3,0,0,0,0,0,4,5,33.33,91,3,1,23
Cameroon,Collins Fai,0,0.02,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.63,0,109,24,6,0,70.64,3,35.29,33,1,1,77,32,45,7.69,5,4,0,7,0,0,0,3,1,9,10,50,270,3,1,30
Ghana,Salis Abdul Samed,0,0.02,0,3,100,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.63,0,142,24,3,0,90.85,1,50,78,0,0,129,13,51,0,2,4,0,8,0,0,0,1,0,7,7,0,251,3,0,23
Saudi Arabia,Saud Abdulhamid,0,0.02,0,2,66.67,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.63,0,87,27,2,0,77.01,2,33.33,20,1,0,67,20,48,11.11,5,2,1,4,0,0,0,0,0,12,16,40,270,3,4,23
Morocco,Zakaria Aboukhlal,1,0.99,1,0,0,3,2,1,0,33.33,0,0,0,0,0,1,0,0,0,1,0,2,0,0,6.63,0,12,3,0,0,50,0,0,3,0,0,6,6,3,0,1,1,0,1,0,0,0,1,0,1,3,100,73,4,2,22
Switzerland,Djibril Sow,0,0.16,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.63,0,96,22,5,1,87.5,3,71.43,40,0,0,84,12,44,0,2,2,0,0,0,0,0,1,0,9,10,33.33,269,4,1,25
Japan,Daichi Kamada,0,0.65,1,3,75,6,1,2,3,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,6.63,0,98,29,6,0,82.65,1,100,30,1,0,81,17,52,20,7,0,0,3,0,0,0,3,0,11,14,60,324,4,3,26
Poland,Kamil Glik,0,0.23,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.63,0,130,3,7,0,90.77,0,41.18,104,0,0,118,12,14,0,2,3,0,22,0,0,0,1,2,2,6,57.14,360,4,4,34
Poland,Krystian Bielik,0,0.17,0,1,33.33,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.63,0,99,10,9,0,86.87,0,64.29,46,0,0,86,13,40,0,5,5,1,6,0,0,0,2,1,10,16,60,216,4,6,25
Spain,Nico Williams,0,0.11,0,5,33.33,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.63,0,54,13,3,0,88.89,0,100,21,0,0,48,6,27,0,4,0,0,0,0,0,0,0,0,10,11,33.33,145,4,1,21
Spain,Alejandro Balde,0,0.05,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.63,0,110,19,4,0,94.55,0,80,53,0,0,104,6,51,0,6,0,0,2,0,0,0,0,0,7,7,0,124,4,0,17
Morocco,Abdelhamid Sabiri,0,0.13,0,0,0,3,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.62,1,57,10,5,1,77.19,3,55.56,30,1,0,44,13,15,100,3,5,0,3,0,0,0,4,0,6,8,50,178,5,2,26
Portugal,RÃºben Neves,0,0.09,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.62,0,254,41,18,0,92.52,2,69.23,137,0,0,235,19,98,0,2,3,0,5,0,0,0,6,0,4,6,40,271,5,2,25
Switzerland,Breel Embolo,2,2.29,2,2,40,6,3,1,2,33.33,0,0,0,0,0,2,0,0,0,2,0,2,0,0,6.6,0,61,15,1,0,75.41,2,50,19,0,0,46,15,27,0,1,0,0,1,0,0,0,1,0,15,17,20,326,4,2,25
Canada,Alphonso Davies,1,1.07,1,11,52.38,4,2,1,1,25,1,0,0,1,0,1,0,1,0,0,0,1,0,0,6.6,1,86,30,2,0,77.91,6,40,23,1,0,67,19,45,10,2,3,0,1,0,0,0,1,0,17,20,60,270,3,3,22
England,Kalvin Phillips,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,19,2,2,1,89.47,1,100,11,0,0,17,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,40,2,0,27
Ghana,IÃ±aki Williams,0,0.29,0,1,100,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.6,0,41,10,1,1,70.73,2,100,15,0,0,29,12,14,0,4,0,0,2,0,0,0,1,0,7,9,40,252,3,2,28
Senegal,Iliman Ndiaye,0,0.13,0,6,75,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,1,29,11,0,1,82.76,1,0,8,0,0,24,5,16,0,0,1,0,0,0,0,0,2,0,7,7,0,136,3,0,21
England,Trent Alexander-Arnold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,21,1,1,0,95.24,0,50,14,0,0,20,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,0,24
Portugal,AndrÃ© Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,11,4,0,0,81.82,2,0,1,0,0,9,2,8,0,0,0,0,0,0,0,0,0,0,0,1,33.33,25,1,1,26
Brazil,Everton Ribeiro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,16,8,0,0,87.5,2,0,2,1,0,14,2,13,50,1,0,0,0,0,0,0,0,0,1,1,0,35,1,0,34
Argentina,Juan Foyth,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,3,1,0,0,66.67,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,9,1,0,24
Portugal,Danilo Pereira,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,78,5,5,0,87.18,0,50,43,0,0,68,10,25,0,2,3,0,3,1,0,0,0,0,5,10,83.33,90,1,5,31
Senegal,FodÃ© Ballo-TourÃ©,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,5,0,0,0,80,0,0,3,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,100,11,1,1,24
France,Steve Mandanda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,25,0,2,0,52,0,14.29,13,0,0,13,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,90,1,0,37
Netherlands,Kenneth Taylor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,8,1,1,0,100,0,100,2,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,21
Uruguay,MartÃ­n CÃ¡ceres,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,67,9,6,0,85.07,0,54.55,34,0,0,57,10,23,0,0,0,0,2,0,0,0,2,1,1,2,100,90,1,1,34
Japan,Ayase Ueda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,12,3,0,0,58.33,1,0,0,0,0,7,5,7,0,0,0,0,2,0,0,0,1,0,0,1,100,45,1,1,23
Japan,Hiroki Ito,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,61,10,5,0,91.8,1,62.5,23,0,0,56,5,33,0,0,0,0,0,0,0,0,0,0,0,1,100,45,1,1,24
Tunisia,GhaylÃ©ne Chaaleli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,4,1,0,0,75,0,0,2,0,0,3,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,18,1,0,26
Poland,Artur JÄdrzejczyk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,3,1,1,0,100,0,100,2,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,100,16,1,1,34
Qatar,Bassam Al-Rawi,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,57,6,5,0,82.46,1,45.45,34,0,0,47,10,13,0,0,0,0,7,0,0,0,1,0,3,4,100,90,1,1,29
Costa Rica,Roan Wilson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,4,0,0,0,100,0,0,4,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1,0,23
Spain,Daniel Carvajal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,116,19,11,0,88.79,0,100,50,0,0,103,13,53,0,1,2,0,1,0,0,0,2,0,2,2,0,135,2,0,30
Spain,Koke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,60,8,3,0,93.33,0,75,26,0,0,56,4,30,0,1,0,0,0,0,0,0,0,0,1,1,0,50,2,0,31
Serbia,Filip ÄuriÄiÄ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,5,1,0,0,80,1,0,3,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,1,3,66.67,13,2,2,29
Ecuador,Alan Franco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,11,0,0,0,90.91,0,0,8,0,0,10,1,2,0,1,2,0,1,0,0,0,1,0,1,2,50,46,2,1,24
Mexico,Carlos RodrÃ­guez,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,28,5,2,0,75,0,50,5,0,0,21,7,16,0,0,0,0,0,0,0,0,1,0,3,3,0,32,2,0,21
Wales,Joe Morrell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,14,2,1,0,85.71,0,100,7,0,0,12,2,5,0,3,1,0,0,0,0,0,1,0,4,4,0,32,2,0,25
Denmark,Mikkel Damsgaard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.6,0,69,20,4,0,76.81,2,57.14,18,2,0,53,16,37,66.67,4,2,0,1,0,0,0,4,0,5,5,0,149,3,0,21
Ghana,Lawrence Ati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,70,2,13,0,65.71,0,35.14,36,0,0,46,24,10,0,0,0,0,1,0,0,0,0,0,0,0,0,270,3,0,24
Canada,Sam Adekugbe,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,58,10,0,0,93.1,1,0,26,2,0,54,4,30,40,0,1,0,1,0,0,0,0,0,1,3,100,94,3,2,27
Mexico,Alexis Vega,0,0.83,1,1,33.33,9,2,4,3,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,6.6,0,50,11,2,0,76,1,40,11,2,0,38,12,29,33.33,0,1,0,1,0,0,0,0,0,7,8,16.67,195,3,1,24
Mexico,OrbelÃ­n Pineda,0,0.32,1,0,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,25,9,1,0,72,1,50,4,0,0,18,7,14,0,4,0,0,0,0,0,0,1,0,8,8,0,77,1,0,26
Switzerland,Christian Fassnacht,0,0.23,1,2,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,10,6,0,0,70,0,0,0,0,0,7,3,7,0,0,0,0,0,0,0,0,0,0,2,2,0,18,1,0,27
Costa Rica,Kendall Waston,0,0.15,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,71,1,7,0,80.28,0,50,53,0,0,57,14,4,0,7,5,0,14,0,0,0,1,1,7,11,57.14,225,3,4,34
Ecuador,Gonzalo Plata,0,0.13,0,4,36.36,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.6,0,84,14,1,0,85.71,3,14.29,37,2,1,72,12,37,11.76,3,2,0,0,0,0,0,6,1,13,18,45.45,269,3,5,21
Tunisia,Anis Ben Slimane,0,0.11,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,35,9,0,0,71.43,2,0,8,2,0,25,10,19,25,3,1,0,1,0,0,0,0,0,3,8,62.5,150,2,5,19
Saudi Arabia,Ali Al-Hassan,0,0.07,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,6,2,0,0,66.67,0,0,2,0,0,4,2,2,0,2,0,0,1,0,0,0,0,0,2,2,0,45,1,0,29
Belgium,Eden Hazard,0,0.05,0,5,62.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,57,15,1,0,80.7,1,50,18,0,0,46,11,28,0,0,1,0,0,0,0,0,0,0,12,13,50,130,3,1,32
Qatar,Pedro Miguel,0,0.05,0,2,66.67,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,93,8,3,0,70.97,0,17.65,45,2,0,66,27,23,66.67,6,8,0,3,0,0,0,1,0,13,16,50,263,3,3,28
Canada,Mark-Anthony Kaye,0,0.04,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,60,3,2,0,83.33,0,66.67,34,0,0,50,10,16,0,2,0,0,0,0,0,0,1,0,3,3,0,60,1,0,27
Poland,Matty Cash,0,0.04,0,1,50,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,121,25,5,0,80.17,2,41.67,52,2,0,97,24,47,22.22,4,0,0,15,0,0,0,3,2,8,10,66.67,360,4,2,24
Portugal,Matheus Nunes,0,0.02,0,1,100,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,29,9,3,0,93.1,1,100,12,0,0,27,2,15,0,0,0,0,0,0,0,0,0,0,3,3,0,73,2,0,24
Saudi Arabia,Firas Al-Buraikan,0,0.11,0,1,20,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.57,0,60,21,0,1,70,1,0,7,0,0,42,18,35,0,3,2,0,4,0,0,0,0,0,7,12,41.67,269,3,5,29
Iran,Ali Gholizadeh,0,0.03,0,4,50,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,6.57,0,65,17,1,1,66.15,2,14.29,19,1,0,43,22,25,25,0,3,0,1,0,0,0,2,0,5,5,0,199,3,0,25
Belgium,Leandro Trossard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57,0,54,15,6,0,77.78,2,100,15,0,0,42,12,27,0,1,0,0,0,0,0,0,0,0,3,3,0,102,3,0,27
Iran,Ali Karimi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57,0,43,12,2,0,79.07,0,40,12,0,0,34,9,22,0,3,3,0,1,0,0,0,1,0,4,7,60,110,3,3,43
Canada,Ismael KonÃ©,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57,0,100,19,8,0,96,1,88.89,42,0,0,96,4,54,0,0,0,0,0,0,0,0,2,0,2,2,0,106,3,0,25
Canada,Steven VitÃ³ria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57,0,186,8,9,0,86.02,0,37.5,106,0,0,160,26,54,0,3,0,0,6,0,0,0,0,0,8,12,57.14,270,3,4,34
Germany,Leon Goretzka,0,0.45,1,0,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57,0,54,15,2,0,77.78,1,40,13,0,0,42,12,29,0,5,1,0,0,0,0,0,0,0,8,11,60,158,3,3,27
Iran,Ehsan Haji Safi,0,0.16,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57,0,80,12,4,0,70,2,30.77,26,1,0,56,24,31,9.09,6,2,0,2,0,0,0,2,0,9,11,100,239,3,2,31
Iran,Ahmad Nourollahi,0,0.1,0,1,50,5,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57,0,50,9,2,0,70,0,33.33,16,0,0,35,15,19,0,4,6,0,8,0,0,0,1,0,5,6,100,226,3,1,26
Senegal,Ismaila Ciss,0,0.04,0,1,33.33,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57,0,57,9,3,0,80.7,0,75,22,0,0,46,11,24,0,3,2,0,4,0,0,0,2,0,4,9,100,145,3,5,29
Switzerland,Remo Freuler,1,0.5,1,0,0,3,2,1,0,33.33,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6.55,0,151,31,3,0,83.44,0,33.33,61,0,0,126,25,65,0,8,3,0,3,1,0,0,2,1,10,11,20,324,4,1,30
Ghana,Alexander Djiku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.55,0,28,1,2,0,78.57,0,33.33,21,0,0,22,6,1,0,1,2,0,9,0,0,0,0,0,3,5,100,107,2,2,27
Uruguay,MatÃ­as ViÃ±a,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.55,0,16,1,0,0,50,0,0,2,0,0,8,8,6,0,4,0,0,0,0,0,0,0,0,5,5,0,26,2,0,24
Germany,Lukas Klostermann,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.55,0,44,9,2,0,100,0,100,17,0,0,44,0,27,0,3,0,0,1,0,0,0,1,0,3,3,0,65,2,0,26
Qatar,Mohammed Al-Bayati,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.55,0,11,1,0,0,72.73,0,0,5,1,0,8,3,4,100,0,1,0,0,0,0,0,0,0,1,1,0,33,2,0,27
Costa Rica,Youstin Salas,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.55,0,15,1,1,0,73.33,0,50,9,0,0,11,4,2,0,5,0,0,1,0,0,0,4,0,6,7,100,53,2,1,22
Senegal,Pape Abou CissÃ©,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.55,0,37,3,6,0,75.68,0,50,20,0,0,28,9,8,0,0,2,0,6,0,0,0,0,0,1,3,40,104,3,2,27
Japan,Yuto Nagatomo,0,0,0,3,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.55,0,85,12,3,0,75.29,1,27.27,35,2,0,64,21,31,33.33,4,0,0,2,0,0,0,0,0,7,8,33.33,211,4,1,35
Cameroon,Nicolas N'Koulou,0,0.28,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.55,0,90,2,7,0,87.78,0,46.67,69,0,0,79,11,10,0,2,5,0,8,0,1,0,2,0,4,6,33.33,180,2,2,32
Belgium,Yannick Carrasco,0,0.28,0,1,33.33,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.55,0,42,10,0,0,90.48,0,0,19,0,0,38,4,19,0,5,1,1,3,0,0,0,2,0,8,8,0,117,2,0,29
Brazil,Bremer,0,0.17,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.55,0,81,3,3,0,95.06,0,75,61,0,0,77,4,16,0,1,1,0,6,0,0,0,1,0,1,6,83.33,108,2,5,29
